table_name,column_name,type,notes
cost_table,tailings_initial_direct_capex,NUMERIC,tailings initial direct capital expenditure
cost_table,tailings_initial_direct_capex_unit,TEXT,Unit for tailings initial direct capex
cost_table,infrastructure_initial_direct_capex,NUMERIC,infrastructure initial direct capital expenditure
cost_table,infrastructure_initial_direct_capex_unit,TEXT,Unit for infrastructure initial direct capex
cost_table,total_opex,NUMERIC,Total operating expenditure
cost_table,total_opex_unit,TEXT,Unit for total OPEX
cost_table,opex_usd_per_tonne_processed,NUMERIC,OPEX per tonne processed
cost_table,opex_usd_per_tonne_processed_unit,TEXT,Unit for OPEX/t processed
cost_table,opex_usd_per_tonne_mined,NUMERIC,OPEX per tonne mined
cost_table,opex_usd_per_tonne_mined_unit,TEXT,Unit for OPEX/t mined
cost_table,opex_usd_per_tonne_lce,NUMERIC,OPEX per tonne LCE produced
cost_table,opex_usd_per_tonne_lce_unit,TEXT,Unit for OPEX/t LCE
cost_table,process_plant_opex,NUMERIC,Operating expenditure for the processing facility
cost_table,process_plant_opex_unit,TEXT,Unit for process OPEX
cost_table,open_pit_mining_opex,NUMERIC,Operating expenditure for the open pit mining
cost_table,open_pit_mining_opex_unit,TEXT,Unit for open pit mining OPEX
cost_table,underground_mining_opex,NUMERIC,Operating expenditure for the underground mining
cost_table,underground_mining_opex_unit,TEXT,Unit for underground mining OPEX
cost_table,total_mining_opex,NUMERIC,Operating expenditure for mining
cost_table,total_mining_opex_unit,TEXT,Unit for mining OPEX
cost_table,tailings_opex,NUMERIC,Operating expenditure for the tailings processing
cost_table,tailings_opex_unit,TEXT,Unit for tailings OPEX
financial_table,report_number,TEXT (PK),FK to general_information
financial_table,npv_pre_tax,NUMERIC,Net Present Value (pre-tax)
financial_table,npv_pre_tax_unit,TEXT,Currency or unit for pre-tax NPV
financial_table,npv_post_tax,NUMERIC,Net Present Value (post-tax)
financial_table,npv_post_tax_unit,TEXT,Currency or unit for post-tax NPV
financial_table,npv_discount_rate,NUMERIC,Discount rate used in NPV calculations
financial_table,npv_discount_rate_unit,TEXT,Unit for discount rate
financial_table,irr_pre_tax,NUMERIC,Internal Rate of Return (pre-tax)
financial_table,irr_pre_tax_unit,TEXT,Unit for pre-tax IRR
financial_table,irr_post_tax,NUMERIC,Internal Rate of Return (post-tax)
financial_table,irr_post_tax_unit,TEXT,Unit for post-tax IRR
financial_table,payback_pre_tax,NUMERIC,Payback period (pre-tax)
financial_table,payback_pre_tax_unit,TEXT,Unit for payback
financial_table,payback_post_tax,NUMERIC,Payback period (post-tax)
financial_table,payback_post_tax_unit,TEXT,Unit for payback
financial_table,revenue_lom,NUMERIC,Revenue over Life of Mine
financial_table,revenue_lom_unit,TEXT,Currency or unit for revenue
financial_table,cash_flow,NUMERIC,Cash flow value
financial_table,cash_flow_unit,TEXT,Currency or unit for cash flow
financial_table,lom_years,NUMERIC,Life of Mine duration
financial_table,lom_years_unit,TEXT,"Unit for LOM (e.g., years)"
financial_table,average_cash_cost,NUMERIC,Average cash cost
financial_table,average_cash_cost_unit,TEXT,Unit for average cash cost
financial_table,aisc,NUMERIC,All-in sustaining cost (AISC)
financial_table,aisc_unit,TEXT,Unit for AISC
financial_table,sensitivity_most_sensitive_to,NUMERIC,Most sensitive metric from sensitivity analysis
financial_table,sensitivity_impact_unit,TEXT,Unit or category of sensitivity impact
financial_table,currency_used,NUMERIC,Currency used for values
financial_table,currency_to_cad,TEXT,Conversion rate to CAD
financial_table,currency_to_usd,NUMERIC,Conversion rate to USD
financial_metrics_table,report_number,TEXT (PK),FK to general_information
financial_metrics_table,metric,TEXT,"Metric or risk description (e.g., Sensitivity to Gold Price)"
financial_metrics_table,value,NUMERIC,Associated value
financial_metrics_table,unit,TEXT,"Unit (e.g., USD/oz, NA)"
financial_metrics_table,cad_per_unit,NUMERIC,CAD equivalent value
financial_metrics_table,usd_per_unit,NUMERIC,USD equivalent value
conversion_rates_table,report_number,TEXT (PK),FK to general_information
conversion_rates_table,term,TEXT,"Conversion term (e.g., Currency/CAD, Currency/USD)"
conversion_rates_table,currency,TEXT,"Currency pair (e.g., CAD/USD)"
conversion_rates_table,value,NUMERIC,Conversion rate or value
conversion_rates_table,currency_cad,NUMERIC,Currency/CAD
conversion_rates_table,currency_usd,NUMERIC,Currency/USD
metal_price_table,report_number,TEXT (PK),FK to general_information
metal_price_table,metal_mineral,TEXT,"Name of the metal or mineral (e.g., Gold, Copper)"
metal_price_table,value,NUMERIC,Price value
metal_price_table,currency_or_unit,TEXT,"Currency or unit (e.g., USD/oz, USD/t)"
metal_price_table,cad_per_unit,NUMERIC,CAD equivalent metal price
metal_price_table,usd_per_unit,NUMERIC,USD equivalent metal price
layout_summary,report_number,TEXT (PK),FK to general_information
layout_summary,has_process_plant,BOOLEAN,Process plant present in layout
layout_summary,has_primary_crusher,BOOLEAN,Primary crusher present
layout_summary,has_secondary_crusher,BOOLEAN,Secondary crusher present
layout_summary,has_tertiary_crusher,BOOLEAN,Tertiary crusher present
layout_summary,has_tailings_dam,BOOLEAN,Tailings dam present
layout_summary,has_dry_stack,BOOLEAN,Dry stack stockpile present
layout_summary,has_heap_leach,BOOLEAN,Heap leaching facility present
layout_summary,has_underground,BOOLEAN,Underground entrance exists
layout_summary,has_shaft,BOOLEAN,Shaft infrastructure exists
layout_summary,has_substation,BOOLEAN,Substation exists
layout_summary,has_camp,BOOLEAN,Camp infrastructure exists
layout_summary,has_truck_shop,BOOLEAN,Truck shop exists
layout_summary,has_ore_sorting,BOOLEAN,Ore sorting present
layout_summary,has_solar_power,BOOLEAN,Onsite solar power generation present
layout_summary,has_wind_power,BOOLEAN,Onsite wind power generation present
layout_summary,has_natural_gas_power,BOOLEAN,Onsite natural gas power generation present
layout_summary,has_lng_power,BOOLEAN,Onsite liquified natural gas power generation present
layout_summary,has_water_treatment,BOOLEAN,Onsite water treatment facility present
layout_summary,has_nuclear,BOOLEAN,Onsite nuclear power generation present
layout_summary,has_carbon_sequestration,BOOLEAN,Onsite carbon sequestration present
layout_summary,number_of_open_pits,INT,Total number of open pits
layout_summary,number_of_underground_mines,INT,Total number of underground mines
layout_summary,camp_capacity_people,INT,Camp capacity (people)
layout_summary,camp_description,TEXT,Brief camp description
layout_summary,truck_shop_bays,INT,Number of truck shop bays
layout_summary,truck_shop_description,TEXT,Brief truck shop description
exploration_target_evolution,report_number,TEXT,FK to general_information
exploration_target_evolution,target_type,TEXT,"Type of target (e.g., geophysical anomaly)"
exploration_target_evolution,year_first_drilled,TEXT,First year drilling occurred at this target
exploration_target_evolution,resource_defined,INTEGER,Whether included in a mineral resource estimate
exploration_target_evolution,drill_results_supportive,BOOLEAN,Whether results were supportive of target
exploration_target_evolution,description_summary,BOOLEAN,"Summary of evolution, interpretation, or work"
exploration_target_evolution,dominant_lithologies,TEXT,Primary rock types reported
layout_facilities,report_number,TEXT (PK),FK to general_information
layout_facilities,facility_type,TEXT,"Facility type (e.g., Process Plant, Tailings Dam)"
layout_facilities,coordinates,TEXT,Coordinates if available (UTM or Lat/Long)
layout_facilities,footprint_m2,NUMERIC,Footprint in square meters
layout_facilities,capacity,NUMERIC,"Capacity if applicable (people, MW, etc.)"
layout_facilities,description,TEXT,Optional descriptive notes
infrastructure_distances,report_number,TEXT (PK),FK to general_information
infrastructure_distances,from_infrastructure,TEXT,"Starting infrastructure type (e.g., Open Pit)"
infrastructure_distances,to_infrastructure,TEXT,"Destination infrastructure (e.g., Process Plant)"
infrastructure_distances,distance_km,NUMERIC,Distance along road/path in kilometers
building_list,report_number,TEXT (PK),FK to general_information
building_list,building_name,TEXT,Building or facility name
building_list,building_type,TEXT,"Type of construction (e.g., prefabricated, modular)"
building_list,footprint_m2,NUMERIC,Footprint area in square meters
building_list,length_m,NUMERIC,Length in meters
building_list,width_m,NUMERIC,Width in meters
building_list,height_m,NUMERIC,Height in meters
building_list,foundation_type,TEXT,"Foundation type (e.g., Concrete, Steel Frame)"
building_list,heated,BOOLEAN,Heated (Yes/No)
building_list,ventilated,BOOLEAN,Ventilated (Yes/No)
process_parameters,report_number,TEXT (PK),FK to general_information
process_parameters,primary_crushing_tpd,NUMERIC,Primary crushing throughput (tpd)
process_parameters,primary_crushing_mtpa,NUMERIC,Primary crushing throughput (mtpa)
process_parameters,secondary_crushing_tpd,NUMERIC,Secondary crushing throughput (tpd)
process_parameters,secondary_crushing_mtpa,NUMERIC,Secondary crushing throughput (mtpa)
process_parameters,ore_sorting_tpd,NUMERIC,Ore sorting throughput (tpd)
process_parameters,ore_sorting_mtpa,NUMERIC,Ore sorting throughput (mtpa)
process_parameters,plant_feed_tpd,NUMERIC,Plant feed throughput (tpd)
process_parameters,plant_feed_mtpa,NUMERIC,Plant feed throughput (mtpa)
process_parameters,tailings_tpd,NUMERIC,Tailings throughput (tpd)
process_parameters,tailings_mtpa,NUMERIC,Tailings throughput (mtpa)
process_parameters,metal_production_rate_tpd,NUMERIC,Metal production rate (tpd)
process_parameters,metal_production_rate_mtpa,NUMERIC,Metal production rate (mtpa)
process_parameters,process_summary,TEXT,Summary of the overall process
process_parameters,comminution_config,TEXT,Comminution circuit configuration
process_parameters,milling_config,TEXT,Milling configuration
process_parameters,metal_recovery_method,TEXT,Method of metal recovery
process_parameters,tailings_deposition_method,TEXT,Method of tailings deposition
process_parameters,special_processing,TEXT,Any special processing features
process_parameters,processing_offsite,TEXT,Whether processing is done offsite
process_parameters,off_taker_type,TEXT,Type of off-taker
process_parameters,water_treatment_summary,TEXT,Summary of water treatment facility
process_parameters,head_grade,NUMERIC,Head grade
process_parameters,head_grade_unit,TEXT,Unit for head grade
process_parameters,recovery_rate,NUMERIC,Recovery rate
process_parameters,recovery_rate_unit,TEXT,Unit for recovery rate
process_parameters,concentrate_production,NUMERIC,Concentrate production
process_parameters,concentrate_production_unit,TEXT,Unit for concentrate production
process_parameters,concentrate_grade,NUMERIC,Concentrate grade
process_parameters,concentrate_grade_unit,TEXT,Unit for concentrate grade
process_parameters,heap_leach_cycle_days,NUMERIC,Primary leaching cycle (days)
process_parameters,power_total_mw,NUMERIC,Total power demand (MW)
process_parameters,bond_work_index_kwhpt,NUMERIC,Bond Work Index (kWh/t)
process_parameters,crusher_work_index,NUMERIC,Crusher Work Index
process_parameters,mill_installed_power_mw,NUMERIC,Mill installed power (MW)
process_parameters,mill_drawn_power_mw,NUMERIC,Mill drawn power (MW)
process_parameters,ore_specific_gravity,NUMERIC,Ore specific gravity
process_parameters,sag_power_index_spi,NUMERIC,SAG Power Index (SPI)
process_parameters,jaw_cone_css,NUMERIC,Jaw/Cone Crusher Close Side Setting (CSS)
process_parameters,gyratory_oss,NUMERIC,Gyratory Crusher Open Side Setting (OSS)
process_parameters,primary_crushing_reduction_ratio,NUMERIC,Primary crushing reduction ratio
process_parameters,secondary_crushing_reduction_ratio,NUMERIC,Secondary crushing reduction ratio
process_parameters,tertiary_crushing_reduction_ratio,NUMERIC,Tertiary crushing reduction ratio
process_parameters,average_circulating_load,NUMERIC,Average circulating load
process_parameters,average_mill_load,NUMERIC,Average mill load
process_equipment,report_number,TEXT (PK),FK to general_information
process_equipment,equipment_type,TEXT,"Main equipment type (e.g., Crusher, Mill, Filter)"
process_equipment,equipment_subtype,TEXT,"Subtype (e.g., Jaw, Cone, SAG)"
process_equipment,equipment_size,FLOAT,Size or capacity of the equipment
process_equipment,equipment_unit,TEXT,"Unit of equipment size (e.g., mm, MW, tpd)"
process_equipment,equipment_quantity,INTEGER,Number of units
process_equipment,manufacturer,TEXT,Equipment manufacturer if stated
process_equipment,location_or_section,TEXT,Plant section or circuit this equipment is part of
process_equipment,nominal_throughput,FLOAT,Nominal throughput (typical capacity)
process_equipment,nominal_throughput_unit,TEXT,"Unit for nominal throughput (e.g., t/h, tpd)"
process_equipment,peak_throughput,FLOAT,Peak throughput (if provided)
process_equipment,peak_throughput_unit,TEXT,Unit for peak throughput
process_equipment,power_demand,FLOAT,Power demand of equipment
process_equipment,power_demand_unit,TEXT,Unit for power (usually MW)
process_equipment,location,TEXT,"Location (eg. Mill building, Underground, etc.)"
process_equipment,notes,TEXT,Any descriptive notes or unique features
process_recovery,report_number,TEXT (PK),FK to general_information
process_recovery,metal,TEXT,"Metal or mineral recovered (e.g., Au, Cu, Zn)"
process_recovery,product_type,TEXT,"Type (e.g., primary, by-product, trace)"
process_recovery,head_grade,FLOAT,Head grade value
process_recovery,head_grade_unit,TEXT,"Head grade unit (e.g., g/t, %)"
process_recovery,recovery_rate,FLOAT,Recovery efficiency for the metal
process_recovery,recovery_rate_unit,TEXT,Unit for recovery (typically %)
process_recovery,concentrate_grade,FLOAT,Grade of concentrate
process_recovery,concentrate_grade_unit,TEXT,Unit for concentrate grade
process_recovery,concentrate_production,FLOAT,Total production amount
process_recovery,concentrate_production_unit,TEXT,"Unit of production (e.g., t/year, oz/year)"
process_recovery,notes,TEXT,Other remarks or metallurgical notes
mining_rates,report_number,TEXT (PK),FK to general_information
mining_rates,rate_driver,TEXT,"Driver of the mining rate (e.g., Mining Rate, Ore Mined, Waste Mined)"
mining_rates,daily_tpd,FLOAT,Daily rate in tonnes per day (tpd)
mining_rates,annual_tpy,FLOAT,Annual rate in tonnes per year (tpy)
mining_rates,total_lom_t,FLOAT,Total over life of mine in tonnes
mining_general,report_number,TEXT (PK),FK to general_information
mining_general,mine_name,TEXT,"Mine or deposit name. If more than one underground mine is present, a unique mine name or number to be applied to each"
mining_general,year_mining_commences,TEXT,"Relative year mining starts (e.g., Year 1)"
mining_general,calendar_year_mining_commences,INTEGER,Absolute calendar year when mining begins
mining_general,stripping_ratio,TEXT,Stripping ratio
mining_general,mining_type,TEXT,Type of mining (Open Pit or Underground)
mining_general,mine_description,TEXT,"1-2 sentence description of mine (descripe the mining type such as eg. block caving, scoop and shovel, etc.)"
mining_general,annual_ore_tpy,FLOAT,Annual ore mined in tonnes per year
mining_general,annual_waste_tpy,FLOAT,Annual waste mined in tonnes per year
mining_general,underground_mine_depth_m,FLOAT,Depth of underground mine in meters
mining_general,shaft_depth_m,FLOAT,Depth of shaft in meters
mining_general,lom_ore_t,FLOAT,life of mine ore mined in tonnes
mining_general,lom_waste_t,FLOAT,life of mine waste mined in tonnes
mining_equipment,report_number,TEXT (PK),FK to general_information
mining_equipment,equipment_type,TEXT,General equipment category
mining_equipment,equipment_subtype,TEXT,"Specific type (e.g., Jaw, Cone, Dozer)"
mining_equipment,equipment_size,FLOAT,Equipment size or capacity
mining_equipment,equipment_unit,TEXT,"Unit of size (e.g., kW, t)"
mining_equipment,equipment_quantity,INTEGER,Number of units
mining_equipment,manufacturer,TEXT,Equipment manufacturer if known
mining_equipment,throughput,FLOAT,Nominal throughput
mining_equipment,throughput_unit,TEXT,"Unit of throughput (e.g., tpd, m3/min)"
mining_equipment,location,TEXT,"Location (e.g., Underground, Surface)"
cost_drivers,report_number,TEXT (PK),FK to general_information
cost_drivers,cost_driver_category,TEXT,"Main cost category (e.g., Earthworks, Mining, Concrete)"
cost_drivers,cost_driver_subtype,TEXT,Subtype or breakdown of the cost driver if applicable
cost_drivers,unit_cost_value,"NUMERIC(18,6)",Raw numeric value for the unit cost
cost_drivers,unit_cost_unit,TEXT,"Unit for the unit cost (e.g., USD/t, $/mÂ³)"
cost_drivers,quantity_value,"NUMERIC(18,6)",Quantity value associated with the cost
cost_drivers,quantity_unit,TEXT,"Unit of the quantity (e.g., tonnes, mÂ³, hours)"
cost_drivers,original_currency,TEXT,Original currency if not in USD
cost_drivers,conversion_to_usd_rate,"NUMERIC(12,6)",Conversion rate to USD if original currency is not USD
cost_drivers,source_reference,TEXT,"Reference to the source in the report (e.g., section/page)"
cost_drivers,comments,TEXT,Additional notes or context for clarity
cost_drivers,created_at,TIMESTAMP,Record creation timestamp
lithology_alteration_summary,report_number,TEXT (PK),FK to general_information
lithology_alteration_summary,alteration_types,TEXT,"Common alteration styles (e.g., chlorite, silica)"
lithology_alteration_summary,vein_types,TEXT,Description of vein textures or minerals
lithology_alteration_summary,host_rock,TEXT,Host rock to mineralization
lithology_alteration_summary,structural_controls,TEXT,Structural features controlling mineralization
lithology_alteration_summary,deposit_model,TEXT,"Deposit classification (e.g., epithermal, VMS)"
lithology_alteration_summary,mineral_associations,TEXT,Key minerals associated with mineralization
schedule,report_number,TEXT (PK),FK to general_information
schedule,schedule_item,TEXT,"High-level milestone item (e.g., Feasibility Study, EIA Permit, etc.)"
schedule,start_date,DATE,Start date of the schedule item
schedule,end_date,DATE,End date of the schedule item
long_lead,report_number,TEXT (PK),FK to general_information
long_lead,long_lead_item,TEXT,"Long lead procurement item (e.g., Primary Crusher, Mill, etc.)"
long_lead,start_date,DATE,Start date of the procurement or delivery
long_lead,end_date,DATE,End date of the procurement or delivery
environmental,report_number,TEXT (PK),FK to general_information
environmental,metric,TEXT,"Environmental-related metric (e.g., Permitting Timeline, Closure Cost)"
environmental,description,TEXT,Detailed description of the metric
environmental,unit,TEXT,Currency or units associated with the metric
risks,report_number,TEXT (PK),FK to general_information
risks,risk_type,TEXT,"Type of risk (geotechnical, economic, environmental)"
risks,quantified_impact,TEXT,"Quantified or described impact (e.g., % change in IRR for gold price drop)"
risks,mitigation_strategy,TEXT,"Mitigation strategy as stated in the report, if any"
significant_intercepts,report_number,TEXT,FK to general_information
significant_intercepts,from_m,TEXT,Starting depth of intercept (m)
significant_intercepts,to_m,NUMERIC,Ending depth of intercept (m)
significant_intercepts,interval_m,NUMERIC,Length of intercept (m)
significant_intercepts,commodity,NUMERIC,grade
significant_intercepts,commodity,TEXT,"Grade value (e.g., 1.2)"
significant_intercepts,grade_unit,NUMERIC,lithology
significant_intercepts,unit,TEXT,Rock type where intercept occurred
significant_intercepts,alteration,TEXT,"Described alteration (e.g., sericitic)"
significant_intercepts,mineralization_type,TEXT,"Type (e.g., vein, disseminated)"
significant_intercepts,zone,TEXT,Deposit or drill target zone name
significant_intercepts,hole_purpose,TEXT,"Purpose (e.g., infill, step-out)"
significant_intercepts,date_reported,TEXT,Date of reporting (from document)
drill_programs,report_number,TEXT (PK),FK to general_information
drill_programs,campaign_name,TEXT,"Name of drill campaign (e.g., ""2023 Winter Program"")"
drill_programs,start_date,DATE,purpose
drill_programs,end_date,DATE,"Purpose of campaign (e.g., Infill, Step-out)"
drill_programs,drill_type,TEXT,"Type of drilling (e.g., Diamond, RC)"
drill_programs,metres_drilled,TEXT,Total metres drilled in campaign
drill_programs,number_of_holes,NUMERIC,Number of drill holes completed
drill_programs,area_targeted,INTEGER,Named area or zone targeted
drill_programs,status,TEXT,Completed or Ongoing
drill_programs,notable_intercepts_reported,TEXT,Whether significant results were reported
drill_programs,campaign_target,BOOLEAN,Exploration target name or label
relationships,report_number,TEXT (PK),Links to general_information
relationships,report_number_B,text,Target report number
relationships,source_report,TEXT,"e.g., report A"
relationships,target_report,TEXT,"e.g., report B"
relationships,relationship_type,TEXT,"e.g., ""similar metallurgy"", ""shared jurisdiction"""
qps_table,report_number,TEXT (PK),Links to general_information
qps_table,name,TEXT,Qualified Person's full name
qps_table,designation,TEXT,"Designation (e.g., P.Eng., Ph.D., etc.)"
qps_table,field_of_expertise,TEXT,"Field of expertise (e.g., Mining Engineer, Geologist)"
qps_table,company,TEXT,Company or consulting firm
resource_table,report_number,TEXT (PK),Links to general_information
resource_table,exploration_classification,TEXT,"Exploration or Reserve classification (e.g., Mineral Resource_C1, Mineral Reserve_C2)"
resource_table,measure,TEXT,"Measurement category (e.g., Inferred, Grade, etc.)"
resource_table,commodity,TEXT,"Commodity type (e.g., Gold, Lithium)"
resource_table,deposit,TEXT,Deposit name or number
resource_table,value,NUMERIC,Extracted or calculated value
resource_table,unit,TEXT,"Unit of measurement (e.g., g/t, tonnes, %)"
cost_financial_parameters,report_number,TEXT (PK),Links to general_information
cost_financial_parameters,category,TEXT,"Cost category (e.g., CAPEX, OPEX, Revenue)"
cost_financial_parameters,parameter,TEXT,"Specific financial parameter (e.g., Total Revenue)"
cost_financial_parameters,currency,TEXT,"Currency type (e.g., USD)"
cost_financial_parameters,value,NUMERIC,Value of the parameter
cost_financial_parameters,unit,TEXT,"Unit of measurement (e.g., Million, /t processed, NA)"
